cardholder_id,Recency,Frequency,Monetary
89_4,13,1,2760.0
90_4,16,2,2484.0
91_4,18,1,2240.0
92_4,18,1,2970.0
93_4,14,1,880.0
94_4,17,4,4930.0
95_4,25,1,790.0
96_4,20,1,640.0
97_4,18,1,2860.0
98_4,22,2,2640.0
99_4,17,1,1320.0
100_4,21,1,500.0
101_4,15,1,1032.0
102_4,24,2,2505.0
103_4,17,2,2740.0
104_4,19,3,4170.0
105_4,18,1,1390.0
106_4,23,1,480.0
107_4,16,4,3122.0
108_4,14,3,2800.0
109_4,17,1,2050.0
110_4,20,2,3660.0
111_4,14,1,2893.0
112_4,24,1,780.0
113_4,24,3,3170.0
114_4,18,1,1384.0
115_4,18,1,580.0
116_4,15,1,870.0
117_4,20,3,2707.0
118_4,17,1,990.0
119_4,23,3,4210.0
120_4,14,3,1102.0
121_4,18,1,2500.0
122_4,24,2,2204.0
123_4,14,2,3860.0
124_4,28,3,2550.0
125_4,14,2,3680.0
126_4,17,2,6690.0
127_4,24,1,990.0
128_4,21,2,1640.0
129_4,21,3,3004.0
130_4,18,2,3020.0
131_4,21,1,1528.0
132_4,25,3,4330.0
133_4,15,4,3330.0
134_4,21,6,3900.0
135_4,26,4,1998.0
136_4,18,2,420.0
137_4,18,2,1594.0
138_4,20,2,3590.0
139_4,17,1,549.0
140_4,15,1,840.0
141_4,17,1,2190.0
142_4,18,2,1760.0
143_4,13,1,870.0
144_4,18,2,3670.0
145_4,24,2,4042.0
146_4,17,1,970.0
147_4,15,2,2810.0
148_4,22,1,2678.0
149_4,24,2,5620.0
150_4,25,1,1180.0
151_4,19,1,1430.0
152_4,20,1,580.0
153_4,25,2,5193.0
154_4,27,3,2309.0
155_4,20,5,1810.0
156_4,16,1,480.0
157_4,19,1,680.0
158_4,26,2,5250.0
159_4,14,2,1220.0
160_4,16,1,2075.0
161_4,22,1,960.0
162_4,18,4,4730.0
163_4,18,2,3986.0
164_4,18,2,4520.0
165_4,18,1,1520.0
166_4,25,2,2520.0
167_4,21,4,3140.0
168_4,23,1,1910.0
169_4,23,2,1000.0
170_4,25,3,7380.0
171_4,20,3,4660.0
172_4,30,5,5220.0
173_4,18,1,4250.0
174_4,17,2,910.0
175_4,26,2,1660.0
176_4,18,1,1340.0
177_4,22,1,450.0
178_4,25,2,4290.0
179_4,17,2,3988.0
180_4,20,2,1450.0
181_4,23,2,1980.0
182_4,15,2,950.0
183_4,17,3,4322.0
184_4,14,2,4058.0
185_4,24,2,3738.0
186_4,24,2,2800.0
187_4,20,2,2140.0
188_4,15,1,660.0
189_4,14,2,1340.0
190_4,25,1,950.0
191_4,18,4,3300.0
192_4,13,1,3090.0
193_4,17,4,5520.0
194_4,22,1,1360.0
195_4,19,2,860.0
196_4,14,3,3920.0
197_4,24,4,6070.0
198_4,18,1,1210.0
199_4,21,1,880.0
200_4,15,4,1376.0
201_4,20,4,2980.0
202_4,22,3,1030.0
203_4,13,1,2365.0
204_4,15,1,460.0
205_4,13,1,450.0
206_4,19,3,4210.0
207_4,18,1,1000.0
208_4,13,1,1150.0
209_4,19,4,1720.0
210_4,25,1,2260.0
211_4,20,3,1980.0
212_4,18,2,2550.0
213_4,14,2,3290.0
214_4,15,1,792.0
215_4,19,2,2600.0
216_4,24,2,1620.0
217_4,23,1,1310.0
218_4,21,2,1704.0
219_4,21,4,3090.0
220_4,17,1,1270.0
221_4,20,6,4350.0
222_4,17,1,550.0
223_4,20,1,950.0
224_4,16,3,2700.0
225_4,23,3,2800.0
226_4,16,1,1540.0
227_4,25,1,1660.0
228_4,15,2,4100.0
229_4,18,1,900.0
230_4,13,1,2629.0
231_4,14,2,1180.0
232_4,19,1,2100.0
233_4,14,1,290.0
234_4,16,1,1510.0
235_4,13,2,1170.0
236_4,29,3,2632.0
237_4,25,1,2070.0
238_4,18,2,5699.0
239_4,23,1,1900.0
240_4,18,1,1430.0
241_4,16,2,2920.0
242_4,13,1,270.0
243_4,26,2,2340.0
244_4,17,1,2650.0
245_4,19,1,600.0
246_4,25,2,1320.0
247_4,28,1,5050.0
248_4,14,3,4000.0
249_4,18,2,890.0
250_4,13,1,3040.0
251_4,27,6,4240.0
252_4,14,1,620.0
253_4,13,1,980.0
254_4,18,1,860.0
255_4,17,2,6220.0
256_4,25,2,2100.0
257_4,17,1,3440.0
258_4,19,1,720.0
259_4,18,2,1040.0
260_4,28,1,1758.0
261_4,17,2,1360.0
262_4,19,2,1480.0
263_4,16,5,2456.0
264_4,26,1,770.0
265_4,14,4,2768.0
266_4,14,2,1580.0
267_4,15,3,1724.0
268_4,23,4,2430.0
269_4,20,4,4338.0
270_4,21,2,1430.0
271_4,14,1,650.0
272_4,19,1,300.0
273_4,16,1,2370.0
274_4,20,2,240.0
275_4,14,4,2935.0
276_4,14,1,780.0
277_4,23,2,1856.0
278_4,27,3,3690.0
279_4,19,3,2450.0
280_4,24,1,1020.0
281_4,20,2,3520.0
282_4,26,1,1208.0
283_4,27,1,4091.0
284_4,24,1,410.0
285_4,17,1,800.0
286_4,22,3,2140.0
287_4,13,1,300.0
288_4,28,2,4051.0
289_4,24,1,2430.0
290_4,17,2,1240.0
291_4,17,1,1260.0
292_4,15,4,3784.0
293_4,22,1,1852.0
294_4,15,4,1750.0
295_4,17,1,1000.0
296_4,28,3,1500.0
297_4,21,6,3739.0
298_4,17,3,3695.0
299_4,19,5,4520.0
300_4,21,1,2100.0
301_4,24,1,670.0
302_4,20,1,280.0
303_4,17,2,1080.0
304_4,26,3,2440.0
305_4,16,2,3570.0
306_4,20,1,2840.0
307_4,17,3,2187.0
308_4,23,1,1560.0
309_4,18,3,2290.0
310_4,19,1,300.0
311_4,13,1,1385.0
312_4,26,4,2440.0
313_4,14,3,2977.0
314_4,13,1,1560.0
315_4,26,1,2504.0
316_4,13,1,120.0
317_4,25,1,1318.0
318_4,26,1,560.0
319_4,21,3,1510.0
320_4,14,2,1750.0
321_4,22,3,2469.0
322_4,16,1,935.0
323_4,27,3,1738.0
324_4,24,1,2840.0
325_4,15,2,360.0
326_4,28,2,1420.0
327_4,21,4,2350.0
328_4,22,3,2050.0
329_4,15,2,1470.0
330_4,16,1,1590.0
331_4,22,1,1373.0
332_4,23,2,2780.0
333_4,18,2,810.0
334_4,26,2,4330.0
335_4,22,2,540.0
336_4,13,1,490.0
337_4,16,1,769.0
338_4,20,2,1820.0
339_4,24,3,1040.0
340_4,19,4,3000.0
341_4,17,1,1270.0
342_4,13,1,490.0
343_4,23,2,780.0
344_4,13,1,2390.0
345_4,19,1,725.0
346_4,17,1,3180.0
347_4,26,2,2160.0
348_4,19,1,1565.0
349_4,21,1,860.0
350_4,13,2,1420.0
351_4,20,1,1050.0
352_4,20,2,2280.0
353_4,21,1,900.0
354_4,25,1,1730.0
355_4,13,1,1510.0
356_4,24,1,2227.0
357_4,17,2,1070.0
358_4,18,2,2520.0
359_4,26,2,2864.0
360_4,21,2,1130.0
361_4,28,3,5230.0
362_4,25,3,3950.0
363_4,14,1,580.0
364_4,22,1,820.0
365_4,17,3,3670.0
366_4,16,3,2510.0
367_4,17,8,2540.0
368_4,21,1,490.0
369_4,24,1,330.0
370_4,19,1,2138.0
371_4,16,2,1880.0
372_4,17,2,3070.0
373_4,24,1,2361.0
374_4,27,2,3090.0
375_4,25,1,1900.0
376_4,19,2,700.0
377_4,20,1,620.0
378_4,20,3,5200.0
379_4,19,1,1249.0
380_4,24,1,1032.0
381_4,24,2,2559.0
382_4,17,3,2164.0
383_4,29,3,3300.0
384_4,21,2,2300.0
385_4,26,3,2310.0
386_4,15,3,2350.0
387_4,17,4,4380.0
388_4,15,3,4660.0
389_4,18,4,4359.0
390_4,27,2,2370.0
391_4,23,1,1230.0
392_4,20,3,2724.0
393_4,24,3,7567.0
394_4,21,2,1441.0
395_4,26,1,660.0
396_4,19,5,3100.0
397_4,24,2,1830.0
398_4,26,1,1922.0
399_4,13,1,620.0
400_4,20,4,5704.0
401_4,16,1,2050.0
402_4,16,1,2030.0
403_4,20,1,850.0
404_4,23,3,3370.0
405_4,17,1,880.0
406_4,17,1,1714.0
407_4,15,2,1100.0
408_4,20,2,7170.0
409_4,13,2,1930.0
410_4,22,1,700.0
411_4,16,1,450.0
412_4,15,5,3849.0
413_4,18,1,680.0
414_4,18,1,2240.0
415_4,19,2,2010.0
416_4,17,1,700.0
417_4,18,2,1050.0
418_4,17,1,420.0
419_4,29,4,2670.0
420_4,22,1,1130.0
421_4,25,3,2240.0
422_4,14,2,3470.0
423_4,14,3,3650.0
424_4,15,1,440.0
425_4,18,3,2530.0
426_4,24,1,1810.0
427_4,15,4,4640.0
428_4,14,1,1950.0
429_4,18,1,1570.0
430_4,18,1,1380.0
431_4,16,3,3014.0
432_4,13,1,620.0
433_4,20,5,2200.0
434_4,25,1,1350.0
435_4,14,2,2610.0
436_4,23,1,1010.0
437_4,27,5,3162.0
438_4,18,3,3754.0
439_4,17,1,1270.0
440_4,18,2,2280.0
441_4,14,3,2060.0
442_4,16,1,1320.0
443_4,24,1,1040.0
444_4,14,1,490.0
445_4,21,1,2070.0
446_4,25,2,1380.0
447_4,16,2,2991.0
448_4,17,1,1800.0
449_4,24,2,1190.0
450_4,14,1,759.0
451_4,18,1,1360.0
452_4,14,1,825.0
453_4,15,1,645.0
454_4,21,3,1570.0
455_4,20,3,2725.0
456_4,14,2,1660.0
457_4,17,5,2510.0
458_4,25,1,360.0
459_4,14,1,390.0
460_4,26,1,720.0
461_4,26,2,4550.0
462_4,18,3,2440.0
463_4,16,2,1070.0
464_4,23,1,900.0
465_4,16,4,4791.0
466_4,19,6,3669.0
467_4,14,2,2970.0
468_4,15,1,280.0
469_4,18,1,610.0
470_4,15,1,900.0
471_4,14,3,1460.0
472_4,16,2,2849.0
473_4,19,3,6414.0
474_4,17,5,4800.0
475_4,19,5,3230.0
476_4,24,2,2250.0
477_4,13,1,2300.0
478_4,17,2,2840.0
479_4,25,3,3770.0
480_4,23,1,1250.0
481_4,14,1,1020.0
482_4,14,3,3710.0
483_4,20,3,2270.0
484_4,18,1,570.0
485_4,26,1,130.0
486_4,15,3,2052.0
487_4,18,2,4100.0
488_4,18,3,3150.0
489_4,17,2,3189.0
490_4,16,2,2753.0
491_4,17,2,1950.0
492_4,19,1,1690.0
493_4,19,2,1300.0
494_4,16,2,2810.0
495_4,18,4,4260.0
496_4,27,6,4593.0
497_4,19,3,5410.0
498_4,14,1,4760.0
499_4,25,3,4421.0
500_4,23,3,4690.0
501_4,23,1,700.0
502_4,17,3,2550.0
503_4,24,1,300.0
504_4,25,2,3590.0
505_4,24,1,1523.0
506_4,19,2,3500.0
507_4,16,2,3404.0
508_4,25,2,6306.0
509_4,25,1,2010.0
510_4,17,1,674.0
511_4,23,1,6720.0
512_4,25,3,2416.0
513_4,21,1,1310.0
514_4,17,1,753.0
515_4,15,3,3140.0
516_4,22,1,150.0
517_4,26,2,4155.0
518_4,21,1,743.0
519_4,21,4,2970.0
520_4,13,2,1600.0
521_4,23,2,2820.0
522_4,15,4,2510.0
523_4,26,3,2282.0
524_4,22,1,2270.0
525_4,20,2,5096.0
526_4,18,1,3200.0
527_4,27,3,3945.0
528_4,20,1,980.0
529_4,18,3,2194.0
530_4,27,2,3519.0
531_4,19,1,1120.0
532_4,19,2,1040.0
533_4,23,1,1140.0
534_4,17,2,250.0
535_4,20,2,2830.0
536_4,13,1,620.0
537_4,18,3,6330.0
538_4,22,2,1510.0
539_4,25,1,450.0
540_4,25,2,4462.0
541_4,18,1,2060.0
542_4,19,1,300.0
543_4,22,2,2720.0
544_4,26,1,1350.0
545_4,23,1,1190.0
546_4,14,1,520.0
547_4,24,1,410.0
548_4,22,2,2250.0
549_4,14,2,2170.0
550_4,25,4,2070.0
551_4,20,2,2110.0
552_4,16,2,1550.0
553_4,19,1,1771.0
554_4,15,2,1010.0
555_4,15,4,3640.0
556_4,21,2,1890.0
557_4,15,1,4790.0
558_4,25,2,3480.0
559_4,17,1,1200.0
560_4,18,6,4337.0
561_4,14,6,840.0
562_4,17,2,1140.0
563_4,23,1,825.0
564_4,19,1,580.0
565_4,19,1,879.0
566_4,23,2,2660.0
567_4,23,1,2700.0
568_4,17,2,1820.0
569_4,15,3,5510.0
570_4,21,1,120.0
571_4,21,1,2222.0
572_4,28,2,3780.0
573_4,27,1,390.0
574_4,26,1,410.0
575_4,24,4,1950.0
576_4,21,1,1000.0
577_4,21,1,825.0
578_4,13,1,1640.0
579_4,19,1,2330.0
580_4,18,1,620.0
581_4,20,1,770.0
582_4,17,1,520.0
583_4,25,3,1800.0
584_4,16,1,800.0
585_4,23,1,1140.0
586_4,26,1,530.0
587_4,18,1,760.0
588_4,27,5,4060.0
589_4,19,1,550.0
590_4,18,3,1440.0
591_4,19,3,6961.0
592_4,13,1,1758.0
593_4,24,1,1300.0
594_4,15,2,2770.0
595_4,14,2,1650.0
596_4,15,2,2178.0
597_4,23,1,2080.0
598_4,15,2,2420.0
599_4,21,4,2380.0
600_4,28,4,2656.0
601_4,14,4,2650.0
602_4,20,3,2950.0
603_4,21,2,2060.0
604_4,25,1,370.0
605_4,27,4,2272.0
606_4,16,1,1690.0
607_4,23,1,1140.0
608_4,14,2,1000.0
609_4,18,4,1570.0
610_4,16,4,5540.0
611_4,20,3,2480.0
612_4,19,1,1070.0
613_4,18,3,2000.0
614_4,19,2,2350.0
615_4,18,2,3750.0
616_4,18,4,3260.0
617_4,27,1,1700.0
618_4,17,1,3245.0
619_4,26,2,1250.0
620_4,14,3,2932.0
621_4,19,1,840.0
622_4,19,1,516.0
623_4,14,2,2300.0
624_4,27,1,1190.0
625_4,15,1,2073.0
626_4,14,1,1648.0
627_4,18,2,730.0
628_4,20,3,2270.0
629_4,15,3,2960.0
630_4,25,1,150.0
631_4,26,1,800.0
632_4,15,3,1090.0
633_4,20,1,650.0
634_4,21,2,1901.0
635_4,21,2,1967.0
636_4,15,1,2418.0
637_4,21,1,1220.0
638_4,20,1,1874.0
639_4,20,1,870.0
640_4,25,2,2680.0
641_4,16,2,2000.0
642_4,15,1,2620.0
643_4,15,3,2429.0
644_4,17,1,1447.0
645_4,17,2,1660.0
646_4,13,2,1120.0
647_4,18,1,1010.0
648_4,13,1,1300.0
649_4,24,3,5760.0
650_4,15,5,3860.0
651_4,17,2,4274.0
652_4,20,1,1490.0
653_4,20,2,2680.0
654_4,26,2,2770.0
655_4,14,3,3410.0
656_4,17,1,1600.0
657_4,14,2,1040.0
658_4,25,1,1830.0
659_4,17,3,3409.0
660_4,23,3,2210.0
661_4,17,1,1850.0
662_4,20,1,240.0
663_4,16,2,1036.0
664_4,13,1,2300.0
665_4,24,1,616.0
666_4,27,1,1570.0
667_4,25,1,1730.0
668_4,25,3,3600.0
669_4,18,3,2760.0
670_4,18,1,3402.0
671_4,15,1,1720.0
672_4,25,1,1130.0
673_4,25,2,3380.0
674_4,14,2,2620.0
675_4,23,1,1683.0
676_4,25,1,820.0
677_4,14,1,1550.0
678_4,25,1,1300.0
679_4,16,1,891.0
680_4,23,3,2090.0
681_4,26,1,3360.0
682_4,21,5,3910.0
683_4,17,1,1400.0
684_4,17,3,3490.0
685_4,16,1,840.0
686_4,19,1,450.0
687_4,22,1,650.0
688_4,14,1,950.0
689_4,21,1,1382.0
690_4,23,1,1290.0
691_4,23,1,3060.0
692_4,16,1,600.0
693_4,19,3,6645.0
694_4,22,4,4589.0
695_4,24,4,6620.0
696_4,13,1,2020.0
697_4,23,1,1198.0
698_4,18,3,3730.0
699_4,18,1,960.0
700_4,25,1,1260.0
701_4,19,7,2942.0
702_4,27,2,1420.0
703_4,23,4,6781.0
704_4,18,1,1397.0
705_4,18,1,2000.0
706_4,28,2,2783.0
707_4,14,3,4936.0
708_4,15,2,2670.0
709_4,17,2,1680.0
710_4,22,1,2190.0
711_4,24,1,2670.0
712_4,14,2,1280.0
713_4,15,1,725.0
714_4,25,2,6713.0
715_4,15,1,2810.0
716_4,24,1,3230.0
717_4,20,1,1160.0
718_4,14,2,1120.0
719_4,18,2,3600.0
720_4,24,1,2650.0
721_4,22,1,1867.0
722_4,25,3,6199.0
723_4,23,1,2170.0
724_4,17,2,5597.0
725_4,17,2,930.0
726_4,23,1,880.0
727_4,23,1,420.0
728_4,15,3,2492.0
729_4,16,4,2520.0
730_4,18,1,1660.0
731_4,17,1,1044.0
732_4,13,2,1220.0
733_4,13,2,940.0
734_4,16,3,1560.0
735_4,14,3,2030.0
736_4,25,1,763.0
737_4,18,2,3760.0
738_4,19,2,1800.0
739_4,19,1,1060.0
740_4,15,1,2370.0
741_4,25,1,1720.0
742_4,29,3,4790.0
743_4,25,1,600.0
744_4,14,2,3272.0
745_4,27,1,1310.0
746_4,24,1,1730.0
747_4,19,1,500.0
748_4,13,1,1400.0
749_4,20,2,2180.0
750_4,18,3,2020.0
751_4,19,3,6068.0
752_4,15,2,2310.0
753_4,25,1,3941.0
754_4,23,2,1360.0
755_4,25,1,1710.0
756_4,17,1,3330.0
757_4,14,1,440.0
758_4,21,1,940.0
759_4,13,2,1400.0
760_4,17,2,2298.0
761_4,24,2,1950.0
762_4,17,2,1500.0
763_4,13,2,1930.0
764_4,20,1,650.0
765_4,28,3,2730.0
766_4,28,3,2000.0
767_4,18,1,989.0
768_4,28,2,995.0
769_4,20,3,2590.0
770_4,20,1,970.0
771_4,16,3,3860.0
772_4,23,4,4998.0
773_4,17,1,2350.0
774_4,18,2,2805.0
775_4,14,3,1570.0
776_4,27,2,1384.0
777_4,21,4,2500.0
778_4,17,1,2120.0
779_4,19,1,1140.0
780_4,18,1,420.0
781_4,18,1,840.0
782_4,17,1,850.0
783_4,14,1,681.0
784_4,23,1,2180.0
785_4,17,2,1180.0
786_4,21,3,5550.0
787_4,13,1,1680.0
788_4,13,2,1360.0
789_4,13,1,2190.0
790_4,15,3,3990.0
791_4,18,2,1930.0
792_4,13,2,1420.0
793_4,23,2,650.0
794_4,13,2,1340.0
795_4,15,4,2070.0
796_4,27,2,1812.0
797_4,26,2,2690.0
798_4,20,3,2880.0
799_4,20,2,1310.0
800_4,14,2,2615.0
801_4,21,2,2050.0
802_4,25,3,2230.0
803_4,25,1,1610.0
804_4,14,1,1350.0
805_4,14,1,1384.0
806_4,26,5,3600.0
807_4,13,1,890.0
808_4,13,1,540.0
809_4,17,1,2800.0
810_4,30,4,6240.0
811_4,24,1,570.0
812_4,18,1,2840.0
813_4,24,4,3720.0
814_4,16,2,2233.0
815_4,15,1,1661.0
816_4,14,1,1150.0
817_4,17,3,2040.0
818_4,23,2,2510.0
819_4,27,2,4024.0
820_4,23,1,3355.0
821_4,22,5,3395.0
822_4,15,2,1750.0
823_4,24,2,1473.0
824_4,19,3,2120.0
825_4,24,1,620.0
826_4,21,3,2960.0
827_4,21,1,2160.0
828_4,17,1,1050.0
829_4,22,1,2660.0
830_4,19,6,2540.0
831_4,13,1,1030.0
832_4,27,3,1230.0
833_4,15,4,5367.0
834_4,26,3,820.0
835_4,18,1,1580.0
836_4,15,5,4234.0
837_4,23,1,2780.0
838_4,23,3,1650.0
839_4,24,1,2585.0
840_4,23,3,1920.0
841_4,18,1,280.0
842_4,18,1,940.0
843_4,22,1,730.0
844_4,14,1,1260.0
845_4,25,1,580.0
846_4,18,1,1930.0
847_4,26,1,810.0
848_4,24,1,1527.0
849_4,17,2,3360.0
850_4,17,1,500.0
851_4,24,1,2590.0
852_4,22,2,1090.0
853_4,14,1,490.0
854_4,16,2,1830.0
855_4,24,5,5026.0
856_4,14,1,2110.0
857_4,18,2,1620.0
858_4,14,1,950.0
859_4,15,1,530.0
860_4,16,4,3085.0
861_4,25,2,2400.0
862_4,26,1,2630.0
863_4,17,1,1619.0
864_4,18,1,910.0
865_4,23,3,5188.0
866_4,23,2,8590.0
867_4,25,2,4302.0
868_4,25,1,430.0
869_4,23,1,800.0
870_4,25,1,1991.0
871_4,26,1,550.0
872_4,19,2,1170.0
873_4,17,2,2550.0
874_4,19,2,1480.0
875_4,19,2,3890.0
876_4,14,3,2700.0
877_4,14,1,3450.0
878_4,23,3,4280.0
879_4,27,3,2526.0
880_4,24,1,630.0
881_4,25,3,4010.0
882_4,14,3,2910.0
883_4,17,3,2210.0
884_4,13,1,2260.0
885_4,24,1,420.0
886_4,23,1,880.0
887_4,18,1,1330.0
888_4,26,1,2513.0
889_4,14,4,2462.0
890_4,19,1,2910.0
891_4,14,1,2690.0
892_4,14,1,1758.0
893_4,14,3,2070.0
894_4,25,1,1260.0
895_4,28,1,1620.0
896_4,13,2,560.0
897_4,26,1,1400.0
898_4,15,1,1984.0
899_4,17,2,2190.0
900_4,14,3,1470.0
901_4,15,3,1800.0
902_4,23,2,4030.0
903_4,27,1,910.0
904_4,18,1,950.0
905_4,21,1,516.0
906_4,26,1,1920.0
907_4,25,3,5320.0
908_4,23,1,1240.0
909_4,13,2,1400.0
910_4,23,1,1430.0
911_4,27,2,990.0
912_4,21,1,1501.0
913_4,22,2,1510.0
914_4,16,5,3230.0
915_4,25,1,2030.0
916_4,25,1,1518.0
917_4,26,1,1720.0
918_4,17,1,5390.0
919_4,26,2,5580.0
920_4,16,2,4777.0
921_4,21,2,1040.0
922_4,23,2,2560.0
923_4,18,4,3360.0
924_4,18,2,1780.0
925_4,20,2,1080.0
926_4,22,2,900.0
927_4,24,1,1900.0
928_4,18,2,690.0
929_4,19,1,690.0
930_4,18,2,1590.0
931_4,21,1,460.0
932_4,23,1,930.0
933_4,13,1,1410.0
934_4,23,1,780.0
935_4,16,1,1950.0
936_4,16,4,2030.0
937_4,14,1,3210.0
938_4,18,4,2920.0
939_4,28,3,1550.0
940_4,23,4,3989.0
941_4,15,1,490.0
942_4,13,1,1650.0
943_4,17,4,2363.0
944_4,18,4,2070.0
945_4,18,1,1012.0
946_4,22,5,3280.0
947_4,18,6,4192.0
948_4,23,4,4310.0
949_4,20,3,2730.0
950_4,15,2,3080.0
951_4,21,1,120.0
952_4,15,2,1730.0
953_4,23,2,2900.0
954_4,14,2,5980.0
955_4,22,7,4180.0
956_4,23,1,1727.0
957_4,18,1,1750.0
958_4,20,1,4001.0
959_4,24,1,2310.0
960_4,17,1,1630.0
961_4,13,1,430.0
962_4,26,1,3410.0
963_4,26,1,2519.0
964_4,19,3,6810.0
965_4,14,2,1550.0
966_4,25,1,1820.0
967_4,14,2,2900.0
968_4,17,2,3249.0
969_4,25,1,1990.0
970_4,24,1,2080.0
971_4,25,1,1400.0
972_4,19,1,791.0
973_4,13,1,1120.0
974_4,18,1,1760.0
975_4,24,1,380.0
976_4,27,2,1687.0
977_4,23,1,1350.0
978_4,22,1,850.0
979_4,26,1,2050.0
980_4,17,2,1717.0
981_4,27,2,1630.0
982_4,23,7,3043.0
983_4,24,2,3720.0
984_4,27,2,2070.0
985_4,20,2,1240.0
986_4,18,3,6130.0
987_4,15,5,2900.0
988_4,21,1,970.0
989_4,19,1,820.0
990_4,14,4,3160.0
991_4,24,1,1120.0
992_4,25,3,5318.0
993_4,19,2,2910.0
994_4,27,1,1030.0
995_4,13,1,1140.0
996_4,21,4,4810.0
997_4,18,1,780.0
998_4,28,5,2410.0
999_4,15,1,1010.0
1000_4,22,3,1490.0
1001_4,24,3,2383.0
1002_4,15,3,2800.0
1003_4,18,2,2070.0
1004_4,13,1,150.0
1005_4,30,4,7856.0
1006_4,18,2,3402.0
1007_4,14,5,1490.0
1008_4,17,1,3110.0
1009_4,13,1,2300.0
1010_4,22,3,2520.0
1011_4,13,1,1370.0
1012_4,19,4,2470.0
1013_4,18,2,3320.0
1014_4,18,1,940.0
1015_4,14,1,2590.0
1016_4,17,1,3480.0
1017_4,28,4,2870.0
1018_4,24,1,740.0
1019_4,14,5,2480.0
1020_4,25,5,3870.0
1021_4,21,2,2421.0
1022_4,13,1,1680.0
1023_4,22,1,1012.0
1024_4,15,2,1380.0
1025_4,28,6,5804.0
1026_4,19,1,430.0
1027_4,13,1,410.0
1028_4,13,2,1240.0
1029_4,21,2,1140.0
1030_4,13,1,600.0
1031_4,15,1,2637.0
1032_4,23,2,2710.0
1033_4,23,1,1360.0
1034_4,16,2,890.0
1035_4,13,1,1190.0
1036_4,22,2,1140.0
1037_4,25,1,2700.0
1038_4,15,2,4770.0
1039_4,23,2,3860.0
1040_4,17,1,790.0
1041_4,16,3,3150.0
1042_4,26,1,1000.0
1043_4,26,1,1150.0
1044_4,18,1,1700.0
1045_4,13,1,410.0
1046_4,23,2,2520.0
1047_4,17,2,3990.0
1048_4,15,5,2410.0
1049_4,26,2,2680.0
1050_4,17,3,2200.0
1051_4,17,2,2768.0
1052_4,18,1,1420.0
1053_4,25,2,3233.0
1054_4,28,2,570.0
1055_4,27,4,2940.0
1056_4,23,1,430.0
1057_4,25,1,790.0
1058_4,18,1,1350.0
1059_4,24,1,1716.0
1060_4,27,3,2208.0
1061_4,24,1,920.0
1062_4,23,1,1350.0
1063_4,14,3,1770.0
1064_4,27,1,1880.0
1065_4,17,2,3070.0
1066_4,18,5,2270.0
1067_4,28,3,2088.0
1068_4,17,1,1530.0
1069_4,17,3,3380.0
1070_4,18,3,2030.0
1071_4,17,1,470.0
1072_4,17,1,2740.0
1073_4,24,2,1780.0
1074_4,13,2,1380.0
1075_4,20,1,980.0
1076_4,24,2,5130.0
1077_4,24,1,4750.0
1078_4,25,1,450.0
1079_4,17,1,1530.0
1080_4,18,1,1300.0
1081_4,17,2,2880.0
1082_4,17,2,1790.0
1083_4,15,4,4260.0
