cardholder_id,Recency,Frequency,Monetary
401_3,3,3,1200.0
402_3,3,1,1440.0
403_3,1,1,1140.0
404_3,10,2,4952.0
405_3,4,4,3440.0
406_3,1,2,1750.0
407_3,2,1,780.0
408_3,1,2,3220.0
409_3,7,1,1040.0
410_3,7,1,430.0
411_3,2,4,4406.0
412_3,7,2,3524.0
413_3,5,6,2718.0
414_3,4,2,3413.0
415_3,11,4,3740.0
416_3,4,6,3290.0
417_3,4,4,3550.0
418_3,10,1,2636.0
419_3,2,1,1910.0
420_3,3,1,2728.0
421_3,5,2,3810.0
422_3,12,3,3662.0
423_3,11,1,1520.0
424_3,4,3,5643.0
425_3,7,1,350.0
426_3,4,1,810.0
427_3,3,1,360.0
428_3,5,3,3910.0
429_3,4,1,2330.0
430_3,2,2,1770.0
431_3,9,3,3210.0
432_3,4,3,5140.0
433_3,7,3,4248.0
434_3,4,2,1014.0
435_3,12,1,540.0
436_3,14,8,2520.0
437_3,11,2,3336.0
438_3,10,3,2460.0
439_3,9,1,1320.0
440_3,2,1,670.0
441_3,10,4,3280.0
442_3,2,1,870.0
443_3,6,2,5342.0
444_3,3,1,5330.0
445_3,12,2,1440.0
446_3,6,1,5000.0
447_3,3,3,2670.0
448_3,7,3,4790.0
449_3,10,4,3240.0
450_3,8,3,4940.0
451_3,3,1,1548.0
452_3,5,1,480.0
453_3,3,4,4510.0
454_3,2,2,1000.0
455_3,6,4,4420.0
456_3,1,6,3770.0
457_3,2,4,2140.0
458_3,12,1,500.0
459_3,4,1,150.0
460_3,3,1,1771.0
461_3,4,3,1730.0
462_3,5,2,2125.0
463_3,10,1,2211.0
464_3,6,2,930.0
465_3,8,4,3153.0
466_3,1,3,2366.0
467_3,7,4,4620.0
468_3,3,2,3944.0
469_3,9,2,3590.0
470_3,5,1,750.0
471_3,6,3,2253.0
472_3,8,3,4440.0
473_3,3,4,3293.0
474_3,6,3,5749.0
475_3,5,1,870.0
476_3,3,2,3600.0
477_3,4,2,2130.0
478_3,3,1,1580.0
479_3,10,2,840.0
480_3,1,6,3060.0
481_3,3,5,3220.0
482_3,7,3,2440.0
483_3,3,4,3030.0
484_3,8,1,910.0
485_3,2,3,2720.0
486_3,4,1,2830.0
487_3,11,4,996.0
488_3,3,3,1500.0
489_3,9,1,3640.0
490_3,7,4,4920.0
491_3,9,2,1175.0
492_3,9,2,3800.0
493_3,3,1,2290.0
494_3,5,4,3872.0
495_3,3,1,1160.0
496_3,5,1,510.0
497_3,6,4,3342.0
498_3,12,6,3360.0
499_3,3,1,490.0
500_3,8,4,3440.0
501_3,5,5,3100.0
502_3,4,1,1720.0
503_3,8,1,1290.0
504_3,2,5,3700.0
505_3,9,2,2150.0
506_3,1,1,4740.0
507_3,6,1,620.0
508_3,6,1,704.0
509_3,8,3,2944.0
510_3,10,1,830.0
511_3,6,5,3809.0
512_3,2,2,1610.0
513_3,2,1,2530.0
514_3,6,4,4315.0
515_3,13,3,4891.0
516_3,5,1,1911.0
517_3,5,5,4328.0
518_3,1,1,1230.0
519_3,11,1,1530.0
520_3,1,3,2000.0
521_3,11,1,2519.0
522_3,5,4,3310.0
523_3,3,2,1440.0
524_3,1,2,1410.0
525_3,9,4,2940.0
526_3,7,2,1040.0
527_3,4,1,1393.0
528_3,5,5,3022.0
529_3,2,4,2510.0
530_3,7,1,1370.0
531_3,6,3,1520.0
532_3,7,1,170.0
533_3,1,1,2277.0
534_3,5,4,4920.0
535_3,10,1,2510.0
536_3,7,1,2370.0
537_3,6,2,580.0
538_3,7,6,3916.0
539_3,3,2,6050.0
540_3,10,1,490.0
541_3,7,4,3310.0
542_3,1,4,2568.0
543_3,1,1,1120.0
544_3,4,2,710.0
545_3,3,2,2500.0
546_3,2,5,3311.0
547_3,3,1,2618.0
548_3,4,4,3000.0
549_3,4,1,1000.0
550_3,7,2,1379.0
551_3,11,1,940.0
552_3,6,1,950.0
553_3,10,1,300.0
554_3,13,2,3280.0
555_3,3,4,3581.0
556_3,4,2,1496.0
557_3,11,1,1340.0
558_3,10,2,3201.0
559_3,5,1,720.0
560_3,2,1,1008.0
561_3,13,3,4138.0
562_3,7,1,2080.0
563_3,1,6,3115.0
564_3,5,4,2776.0
565_3,5,2,2550.0
566_3,4,1,2490.0
567_3,5,2,1200.0
568_3,3,1,700.0
569_3,7,2,1410.0
570_3,4,4,4880.0
571_3,12,2,3120.0
572_3,12,1,1480.0
573_3,11,2,4240.0
574_3,1,2,890.0
575_3,1,6,3050.0
576_3,4,2,2990.0
577_3,7,5,3196.0
578_3,10,2,3090.0
579_3,11,1,1220.0
580_3,5,3,5720.0
581_3,7,1,1080.0
582_3,7,2,1372.0
583_3,12,1,400.0
584_3,4,3,3030.0
585_3,12,4,4040.0
586_3,3,1,1620.0
587_3,3,5,3747.0
588_3,1,2,1590.0
589_3,8,3,1990.0
590_3,3,2,2240.0
591_3,11,3,2780.0
592_3,10,1,1730.0
593_3,11,2,4705.0
594_3,4,1,790.0
595_3,6,1,560.0
596_3,13,3,1900.0
597_3,2,1,1300.0
598_3,3,1,1750.0
599_3,10,1,2020.0
600_3,2,3,3990.0
601_3,4,3,3000.0
602_3,7,2,2170.0
603_3,11,2,3117.0
604_3,5,4,2160.0
605_3,2,2,1840.0
606_3,12,2,750.0
607_3,7,2,3370.0
608_3,11,2,1740.0
609_3,11,2,1170.0
610_3,11,1,1584.0
611_3,3,1,580.0
612_3,2,4,3314.0
613_3,3,2,1880.0
614_3,5,1,1330.0
615_3,2,2,4930.0
616_3,5,1,747.0
617_3,5,3,3848.0
618_3,5,1,1850.0
619_3,9,5,4290.0
620_3,7,4,2706.0
621_3,2,2,3909.0
622_3,3,3,3604.0
623_3,2,4,4500.0
624_3,7,1,1300.0
625_3,2,1,580.0
626_3,7,1,1570.0
627_3,3,2,1200.0
628_3,4,2,1032.0
629_3,11,1,1310.0
630_3,7,1,1000.0
631_3,10,3,2930.0
632_3,5,3,1960.0
633_3,1,1,490.0
634_3,3,1,1900.0
635_3,12,2,1470.0
636_3,4,5,2770.0
637_3,3,1,1060.0
638_3,6,2,1550.0
639_3,4,1,1318.0
640_3,2,1,4440.0
641_3,5,5,3843.0
642_3,2,4,3582.0
643_3,1,1,1060.0
644_3,12,1,1176.0
645_3,2,3,5190.0
646_3,6,3,1010.0
647_3,3,1,1940.0
648_3,4,2,1600.0
649_3,7,1,950.0
650_3,10,1,3200.0
651_3,1,1,836.0
652_3,3,4,4320.0
653_3,6,2,1925.0
654_3,3,2,2640.0
655_3,11,1,780.0
656_3,6,3,1890.0
657_3,5,5,2220.0
658_3,3,6,2530.0
659_3,3,3,5780.0
660_3,3,2,460.0
661_3,4,2,4759.0
662_3,1,3,3610.0
663_3,7,2,3678.0
664_3,10,1,3509.0
665_3,3,2,3900.0
666_3,9,2,2263.0
667_3,4,3,3230.0
668_3,6,1,781.0
669_3,8,2,2730.0
670_3,12,4,1810.0
671_3,7,2,1740.0
672_3,11,2,1579.0
673_3,3,1,1958.0
674_3,11,1,1710.0
675_3,11,2,2700.0
676_3,11,1,1544.0
677_3,12,2,1460.0
678_3,2,2,3020.0
679_3,4,3,3692.0
680_3,11,3,3970.0
681_3,12,3,2289.0
682_3,3,1,1200.0
683_3,5,3,3612.0
684_3,11,1,1160.0
685_3,11,3,2165.0
686_3,6,3,3484.0
687_3,3,2,1700.0
688_3,2,2,3520.0
689_3,2,3,3745.0
690_3,12,2,1014.0
691_3,4,1,520.0
692_3,4,3,2350.0
693_3,2,4,2540.0
694_3,7,3,5568.0
695_3,7,1,780.0
696_3,9,5,940.0
697_3,3,4,2520.0
698_3,11,1,843.0
699_3,7,3,4820.0
700_3,4,3,2297.0
701_3,8,1,1290.0
702_3,6,1,770.0
703_3,7,3,1050.0
704_3,4,2,2445.0
705_3,10,1,2990.0
706_3,1,4,3800.0
707_3,6,1,870.0
708_3,5,2,1518.0
709_3,13,4,2666.0
710_3,5,3,4960.0
711_3,12,2,6137.0
712_3,12,2,1836.0
713_3,6,3,3800.0
714_3,10,2,3488.0
715_3,6,1,780.0
716_3,12,1,680.0
717_3,13,4,4851.0
718_3,5,3,1834.0
719_3,8,1,3800.0
720_3,4,1,2041.0
721_3,8,3,4288.0
722_3,6,2,830.0
723_3,5,1,1120.0
724_3,5,1,2160.0
725_3,10,1,2100.0
726_3,3,2,1772.0
727_3,11,1,2178.0
728_3,12,3,4330.0
729_3,3,3,2950.0
730_3,4,1,1160.0
731_3,4,1,890.0
732_3,12,1,800.0
733_3,2,4,4230.0
734_3,13,2,3232.0
735_3,6,2,2510.0
736_3,1,1,3340.0
737_3,3,1,240.0
738_3,5,6,3470.0
739_3,2,3,1800.0
740_3,3,1,1023.0
741_3,4,3,2358.0
742_3,12,2,2470.0
743_3,4,2,1760.0
744_3,9,1,950.0
745_3,8,4,4210.0
746_3,10,2,3860.0
747_3,4,1,1008.0
748_3,4,2,4391.0
749_3,6,6,3770.0
750_3,3,2,1850.0
751_3,8,2,1070.0
752_3,4,2,1860.0
753_3,8,1,240.0
754_3,3,2,1627.0
755_3,9,2,930.0
756_3,4,4,3350.0
757_3,5,2,2490.0
758_3,3,2,1570.0
759_3,3,2,3057.0
760_3,6,4,2600.0
761_3,1,2,4588.0
762_3,8,2,3760.0
763_3,5,1,1050.0
764_3,2,2,940.0
765_3,11,2,1580.0
766_3,4,2,2340.0
767_3,11,1,1008.0
768_3,10,3,4308.0
769_3,3,3,3720.0
770_3,4,1,2700.0
771_3,1,1,659.0
772_3,3,1,2024.0
773_3,4,2,2902.0
774_3,8,1,820.0
775_3,12,3,4330.0
776_3,9,4,3260.0
777_3,3,4,4020.0
778_3,6,5,2780.0
779_3,1,1,600.0
780_3,3,2,2633.0
781_3,3,1,1340.0
782_3,4,1,820.0
783_3,8,4,2050.0
784_3,8,1,3740.0
785_3,6,2,4410.0
786_3,11,1,1400.0
787_3,13,3,1810.0
788_3,4,1,1830.0
789_3,3,2,2800.0
790_3,10,2,3850.0
791_3,4,3,1790.0
792_3,5,1,490.0
793_3,9,4,4318.0
794_3,5,6,2590.0
795_3,1,2,2440.0
796_3,2,1,1150.0
797_3,2,6,2340.0
798_3,4,1,1584.0
799_3,3,3,1890.0
800_3,11,5,4210.0
801_3,1,4,3572.0
802_3,9,4,3063.0
803_3,6,2,2480.0
804_3,12,1,420.0
805_3,4,3,3640.0
806_3,5,2,1149.0
807_3,4,1,950.0
808_3,12,5,2550.0
809_3,5,3,1410.0
810_3,12,3,1800.0
811_3,7,2,1300.0
812_3,5,2,3081.0
813_3,5,1,2560.0
814_3,10,1,1070.0
815_3,10,2,1550.0
816_3,6,1,1880.0
817_3,11,1,2520.0
818_3,9,2,2130.0
819_3,3,2,4260.0
820_3,13,6,2970.0
821_3,4,4,3198.0
822_3,3,2,1180.0
823_3,10,2,3571.0
824_3,6,1,740.0
825_3,11,4,2849.0
826_3,4,2,660.0
827_3,8,1,490.0
828_3,3,6,2900.0
829_3,3,4,3860.0
830_3,5,2,2070.0
831_3,1,3,2000.0
832_3,5,4,3828.0
833_3,10,2,2805.0
834_3,11,1,737.0
835_3,12,3,3310.0
836_3,5,1,1680.0
837_3,10,1,2902.0
838_3,3,1,1940.0
839_3,9,2,2760.0
840_3,6,2,2080.0
841_3,5,1,2430.0
842_3,4,2,1760.0
843_3,12,1,550.0
844_3,10,2,1740.0
845_3,12,1,4276.0
846_3,10,1,1190.0
847_3,7,1,660.0
848_3,11,1,4832.0
849_3,2,6,3745.0
850_3,12,1,1550.0
851_3,8,4,1740.0
852_3,11,2,1580.0
853_3,3,1,1190.0
854_3,8,1,2820.0
855_3,6,1,5000.0
856_3,7,6,3300.0
857_3,12,4,2634.0
858_3,4,2,1390.0
859_3,7,2,1672.0
860_3,7,6,2046.0
861_3,10,4,2576.0
862_3,6,3,1787.0
863_3,12,4,4810.0
864_3,7,4,4253.0
865_3,2,1,1890.0
866_3,4,3,5370.0
867_3,10,1,2310.0
868_3,8,5,1700.0
869_3,2,2,720.0
870_3,2,5,2860.0
871_3,4,2,1340.0
872_3,3,3,5090.0
873_3,3,2,3413.0
874_3,11,1,520.0
875_3,4,2,2796.0
876_3,11,3,1610.0
877_3,4,1,2480.0
878_3,1,4,2871.0
879_3,9,3,2350.0
880_3,10,6,3010.0
881_3,2,6,2620.0
882_3,3,3,5580.0
883_3,2,6,1030.0
884_3,2,1,3320.0
885_3,7,3,3817.0
886_3,4,3,2940.0
887_3,6,4,2680.0
888_3,3,4,2981.0
889_3,10,3,3460.0
890_3,3,5,3130.0
891_3,11,1,740.0
892_3,2,3,2198.0
893_3,2,1,1700.0
894_3,12,2,1650.0
895_3,5,1,1220.0
896_3,7,1,1780.0
897_3,5,3,5890.0
898_3,9,5,3800.0
899_3,4,1,2990.0
900_3,7,2,3000.0
901_3,5,1,690.0
902_3,11,2,710.0
903_3,6,2,3780.0
904_3,2,4,2410.0
905_3,11,2,3771.0
906_3,2,4,4350.0
907_3,10,2,3620.0
908_3,2,6,3200.0
909_3,3,1,1090.0
910_3,2,5,3970.0
911_3,9,5,2227.0
912_3,7,2,1310.0
913_3,6,2,6110.0
914_3,9,1,5550.0
915_3,3,1,3420.0
916_3,8,1,737.0
917_3,2,1,490.0
918_3,8,1,420.0
919_3,9,3,3150.0
920_3,2,2,4180.0
921_3,2,1,620.0
922_3,8,3,1950.0
923_3,8,4,1940.0
924_3,10,1,1890.0
925_3,5,1,1160.0
926_3,11,1,780.0
927_3,4,1,1570.0
928_3,7,2,4708.0
929_3,12,1,2140.0
930_3,5,4,4231.0
931_3,5,1,700.0
932_3,7,2,3450.0
933_3,9,3,3730.0
934_3,6,2,1650.0
935_3,5,1,2130.0
936_3,5,1,616.0
937_3,5,2,3710.0
938_3,1,2,2580.0
939_3,10,1,1716.0
940_3,4,2,2667.0
941_3,3,1,510.0
942_3,6,3,4157.0
943_3,5,4,1120.0
944_3,6,1,740.0
945_3,9,3,2594.0
946_3,1,1,1300.0
947_3,5,2,4387.0
948_3,2,5,2710.0
949_3,6,2,2670.0
950_3,12,2,1320.0
951_3,3,3,4390.0
952_3,8,1,1152.0
953_3,2,7,3030.0
954_3,11,2,1463.0
955_3,8,1,940.0
956_3,1,2,1484.0
957_3,2,2,2530.0
958_3,2,5,2130.0
959_3,7,4,3050.0
960_3,3,1,120.0
961_3,7,3,2970.0
962_3,3,1,630.0
963_3,8,2,2700.0
964_3,12,1,1600.0
965_3,9,1,1210.0
966_3,4,3,4490.0
967_3,3,4,800.0
968_3,9,3,4030.0
969_3,6,3,2290.0
970_3,12,1,2620.0
971_3,8,2,5061.0
972_3,2,1,580.0
973_3,6,1,1260.0
974_3,1,3,3210.0
975_3,5,1,500.0
976_3,13,2,2840.0
977_3,11,1,4258.0
978_3,12,4,4060.0
979_3,13,2,2030.0
980_3,11,2,1290.0
981_3,4,1,1230.0
982_3,5,1,3140.0
983_3,4,1,1810.0
984_3,11,2,6254.0
985_3,12,2,1363.0
986_3,9,2,2990.0
987_3,9,2,5646.0
988_3,7,1,1616.0
989_3,10,2,3220.0
990_3,2,4,3539.0
991_3,3,1,2780.0
992_3,11,2,2000.0
993_3,7,2,3103.0
994_3,10,2,2060.0
995_3,3,4,2770.0
996_3,3,3,2500.0
997_3,5,5,3453.0
998_3,10,2,3490.0
999_3,3,2,1948.0
1000_3,7,2,4410.0
1001_3,8,1,1990.0
1002_3,9,3,2460.0
1003_3,7,1,1590.0
1004_3,11,1,490.0
1005_3,10,2,2060.0
1006_3,3,2,1149.0
1007_3,3,2,3610.0
1008_3,3,4,4506.0
1009_3,9,1,900.0
1010_3,1,3,4080.0
1011_3,2,6,3870.0
1012_3,8,2,3910.0
1013_3,4,3,3870.0
1014_3,3,3,4070.0
1015_3,12,1,620.0
1016_3,3,6,3086.0
1017_3,3,1,3784.0
1018_3,2,3,1350.0
1019_3,3,1,1822.0
1020_3,14,6,1977.0
1021_3,11,3,5299.0
1022_3,3,3,2240.0
1023_3,5,6,3010.0
1024_3,5,1,600.0
1025_3,2,2,2100.0
1026_3,1,5,3910.0
1027_3,12,2,1530.0
1028_3,5,1,2050.0
1029_3,2,5,4540.0
1030_3,5,4,3173.0
1031_3,3,2,3490.0
1032_3,4,1,2120.0
1033_3,10,2,1570.0
1034_3,7,1,600.0
1035_3,11,3,2530.0
1036_3,5,2,3710.0
1037_3,5,1,390.0
1038_3,11,1,3025.0
1039_3,11,1,700.0
1040_3,10,2,1300.0
1041_3,5,2,2120.0
1042_3,7,1,1080.0
1043_3,7,1,700.0
1044_3,2,5,3020.0
1045_3,11,1,2920.0
1046_3,12,1,420.0
1047_3,4,1,2870.0
1048_3,3,2,2140.0
1049_3,3,1,2850.0
1050_3,4,3,5360.0
1051_3,1,3,2142.0
1052_3,8,1,650.0
1053_3,7,2,1621.0
1054_3,1,3,4536.0
1055_3,4,3,4264.0
1056_3,10,3,2682.0
1057_3,1,2,1930.0
1058_3,6,5,4070.0
1059_3,11,2,1760.0
1060_3,11,2,5120.0
1061_3,10,2,5286.0
1062_3,10,3,3860.0
1063_3,5,1,790.0
1064_3,5,1,1163.0
1065_3,10,1,1980.0
1066_3,12,1,640.0
1067_3,3,5,4344.0
1068_3,7,7,3240.0
1069_3,11,1,1480.0
1070_3,5,2,1926.0
1071_3,3,3,4876.0
1072_3,3,4,3400.0
1073_3,3,1,2680.0
1074_3,4,3,2780.0
1075_3,5,1,1140.0
1076_3,6,3,1957.0
1077_3,5,2,3830.0
1078_3,2,1,2030.0
1079_3,2,4,1730.0
